cdf,batch_execution_time,replica
0.77,0.010565073423271811,0
0.78,0.010565073423271811,0
0.79,0.010565073423271811,0
0.8,0.010565073423271811,0
0.81,0.010565073423271811,0
0.8200000000000001,0.010565073423271811,0
0.8300000000000001,0.010565073423271811,0
0.84,0.010565073423271811,0
0.85,0.010565073423271811,0
0.86,0.010565073423271811,0
0.87,0.010565073423271811,0
0.88,0.010565073423271811,0
0.89,0.010565073423271811,0
0.9,0.010565073423271811,0
0.91,0.010565073423271811,0
0.92,0.010565073423271811,0
0.93,0.010778509250004575,0
0.9400000000000001,0.010778509250004575,0
0.9500000000000001,0.010778509250004575,0
0.96,0.010996256911620829,0
0.97,0.010996256911620829,0
0.98,0.010996256911620829,0
0.99,0.010996256911620829,0
1.0,0.043711050277064754,0
0.0,0.009752765968826068,1
0.01,0.009752765968826068,1
0.02,0.009752765968826068,1
0.03,0.009752765968826068,1
0.04,0.009752765968826068,1
0.05,0.009752765968826068,1
0.06,0.009752765968826068,1
0.07,0.009752765968826068,1
0.08,0.009752765968826068,1
0.09,0.009752765968826068,1
0.1,0.009752765968826068,1
0.11,0.009752765968826068,1
0.12,0.009752765968826068,1
0.13,0.009752765968826068,1
0.14,0.009752765968826068,1
0.15,0.009752765968826068,1
0.16,0.009752765968826068,1
0.17,0.009752765968826068,1
0.18,0.009752765968826068,1
0.19,0.009752765968826068,1
0.2,0.009752765968826068,1
0.21,0.009752765968826068,1
0.22,0.009752765968826068,1
0.23,0.009752765968826068,1
0.24,0.009949791543953868,1
0.25,0.009949791543953868,1
0.26,0.009949791543953868,1
0.27,0.009949791543953868,1
0.28,0.009949791543953868,1
0.29,0.009949791543953868,1
0.3,0.009949791543953868,1
0.31,0.009949791543953868,1
0.32,0.009949791543953868,1
0.33,0.009949791543953868,1
0.34,0.009949791543953868,1
0.35000000000000003,0.010150797433730712,1
0.36,0.010150797433730712,1
0.37,0.010150797433730712,1
0.38,0.010150797433730712,1
0.39,0.010150797433730712,1
0.4,0.010150797433730712,1
0.41000000000000003,0.010150797433730712,1
0.42,0.010150797433730712,1
0.43,0.010150797433730712,1
0.44,0.010150797433730712,1
0.45,0.010150797433730712,1
0.46,0.010150797433730712,1
0.47000000000000003,0.010150797433730712,1
0.48,0.010150797433730712,1
0.49,0.010150797433730712,1
0.5,0.010150797433730712,1
0.51,0.010150797433730712,1
0.52,0.010150797433730712,1
0.53,0.010150797433730712,1
0.54,0.010150797433730712,1
0.55,0.010355864048553556,1
0.56,0.010355864048553556,1
0.5700000000000001,0.010355864048553556,1
0.58,0.010355864048553556,1
0.59,0.010355864048553556,1
0.6,0.010355864048553556,1
0.61,0.010355864048553556,1
0.62,0.010355864048553556,1
0.63,0.010355864048553556,1
0.64,0.010355864048553556,1
0.65,0.010565073423271811,1
0.66,0.010565073423271811,1
0.67,0.010565073423271811,1
0.68,0.010565073423271811,1
0.6900000000000001,0.010565073423271811,1
0.7000000000000001,0.010565073423271811,1
0.71,0.010565073423271811,1
0.72,0.010565073423271811,1
0.73,0.010565073423271811,1
0.74,0.010565073423271811,1
0.75,0.010565073423271811,1
0.76,0.010565073423271811,1
0.77,0.010565073423271811,1
0.78,0.010565073423271811,1
0.79,0.010565073423271811,1
0.8,0.010565073423271811,1
0.81,0.010565073423271811,1
0.8200000000000001,0.010565073423271811,1
0.8300000000000001,0.010565073423271811,1
0.84,0.010565073423271811,1
0.85,0.010565073423271811,1
0.86,0.010778509250004575,1
0.87,0.010778509250004575,1
0.88,0.010778509250004575,1
0.89,0.010778509250004575,1
0.9,0.010778509250004575,1
0.91,0.010778509250004575,1
0.92,0.010778509250004575,1
0.93,0.010778509250004575,1
0.9400000000000001,0.010778509250004575,1
0.9500000000000001,0.010778509250004575,1
0.96,0.010778509250004575,1
0.97,0.010778509250004575,1
0.98,0.010778509250004575,1
0.99,0.010996256911620829,1
1.0,0.044594101797813514,1
0.0,0.009752765968826068,2
0.01,0.009752765968826068,2
0.02,0.009752765968826068,2
0.03,0.009752765968826068,2
0.04,0.009752765968826068,2
0.05,0.009752765968826068,2
0.06,0.009752765968826068,2
0.07,0.009752765968826068,2
0.08,0.009752765968826068,2
0.09,0.009752765968826068,2
0.1,0.009752765968826068,2
0.11,0.009752765968826068,2
0.12,0.009752765968826068,2
0.13,0.009752765968826068,2
0.14,0.009752765968826068,2
0.15,0.009752765968826068,2
0.16,0.009752765968826068,2
0.17,0.009752765968826068,2
0.18,0.009752765968826068,2
0.19,0.009752765968826068,2
0.2,0.009752765968826068,2
0.21,0.009752765968826068,2
0.22,0.009752765968826068,2
0.23,0.009752765968826068,2
0.24,0.009752765968826068,2
0.25,0.009752765968826068,2
0.26,0.009752765968826068,2
0.27,0.009752765968826068,2
0.28,0.009752765968826068,2
0.29,0.009752765968826068,2
0.3,0.009752765968826068,2
0.31,0.009752765968826068,2
0.32,0.009752765968826068,2
0.33,0.009752765968826068,2
0.34,0.009752765968826068,2
0.35000000000000003,0.009752765968826068,2
0.36,0.009752765968826068,2
0.37,0.009752765968826068,2
0.38,0.009752765968826068,2
0.39,0.009752765968826068,2
0.4,0.009752765968826068,2
0.41000000000000003,0.009752765968826068,2
0.42,0.009949791543953868,2
0.43,0.009949791543953868,2
0.44,0.009949791543953868,2
0.45,0.009949791543953868,2
0.46,0.009949791543953868,2
0.47000000000000003,0.009949791543953868,2
0.48,0.009949791543953868,2
0.49,0.009949791543953868,2
0.5,0.009949791543953868,2
0.51,0.009949791543953868,2
0.52,0.009949791543953868,2
0.53,0.009949791543953868,2
0.54,0.009949791543953868,2
0.55,0.010150797433730712,2
0.56,0.010150797433730712,2
0.5700000000000001,0.010150797433730712,2
0.58,0.010150797433730712,2
0.59,0.010150797433730712,2
0.6,0.010150797433730712,2
0.61,0.010150797433730712,2
0.62,0.010150797433730712,2
0.63,0.010150797433730712,2
0.64,0.010150797433730712,2
0.65,0.010150797433730712,2
0.66,0.010150797433730712,2
0.67,0.010150797433730712,2
0.68,0.010150797433730712,2
0.6900000000000001,0.010150797433730712,2
0.7000000000000001,0.010150797433730712,2
0.71,0.010150797433730712,2
0.72,0.010150797433730712,2
0.73,0.010150797433730712,2
0.74,0.010355864048553556,2
0.75,0.010355864048553556,2
0.76,0.010355864048553556,2
0.77,0.010565073423271811,2
0.78,0.010565073423271811,2
0.79,0.010565073423271811,2
0.8,0.010565073423271811,2
0.81,0.010565073423271811,2
0.8200000000000001,0.010565073423271811,2
0.8300000000000001,0.010565073423271811,2
0.84,0.010778509250004575,2
0.85,0.010778509250004575,2
0.86,0.010778509250004575,2
0.87,0.010778509250004575,2
0.88,0.010778509250004575,2
0.89,0.010778509250004575,2
0.9,0.010778509250004575,2
0.91,0.010778509250004575,2
0.92,0.010778509250004575,2
0.93,0.011218403515895998,2
0.9400000000000001,0.011218403515895998,2
0.9500000000000001,0.011445037930358544,2
0.96,0.011445037930358544,2
0.97,0.011445037930358544,2
0.98,0.011445037930358544,2
0.99,0.011676250817840534,2
1.0,0.04284548492504366,2
0.0,0.009752765968826068,3
0.01,0.009752765968826068,3
0.02,0.009752765968826068,3
0.03,0.009752765968826068,3
0.04,0.009752765968826068,3
0.05,0.009752765968826068,3
0.06,0.009752765968826068,3
0.07,0.009752765968826068,3
0.08,0.009752765968826068,3
0.09,0.009752765968826068,3
0.1,0.009752765968826068,3
0.11,0.009752765968826068,3
0.12,0.009752765968826068,3
0.13,0.009752765968826068,3
0.14,0.009752765968826068,3
0.15,0.009752765968826068,3
0.16,0.009752765968826068,3
0.17,0.009752765968826068,3
0.18,0.009752765968826068,3
0.19,0.009752765968826068,3
0.2,0.009752765968826068,3
0.21,0.009752765968826068,3
0.22,0.009752765968826068,3
0.23,0.009752765968826068,3
0.24,0.009752765968826068,3
0.25,0.009752765968826068,3
0.26,0.009752765968826068,3
0.27,0.009752765968826068,3
0.28,0.009752765968826068,3
0.29,0.009752765968826068,3
0.3,0.009752765968826068,3
0.31,0.009752765968826068,3
0.32,0.009752765968826068,3
0.33,0.009752765968826068,3
0.34,0.009752765968826068,3
0.35000000000000003,0.009752765968826068,3
0.36,0.009752765968826068,3
0.37,0.009949791543953868,3
0.38,0.009949791543953868,3
0.39,0.009949791543953868,3
0.4,0.009949791543953868,3
0.41000000000000003,0.009949791543953868,3
0.42,0.009949791543953868,3
0.43,0.009949791543953868,3
0.44,0.009949791543953868,3
0.45,0.009949791543953868,3
0.46,0.009949791543953868,3
0.47000000000000003,0.009949791543953868,3
0.48,0.009949791543953868,3
0.49,0.009949791543953868,3
0.5,0.009949791543953868,3
0.51,0.009949791543953868,3
0.52,0.009949791543953868,3
0.53,0.009949791543953868,3
0.54,0.009949791543953868,3
0.55,0.010150797433730712,3
0.56,0.010150797433730712,3
0.5700000000000001,0.010150797433730712,3
0.58,0.010150797433730712,3
0.59,0.010150797433730712,3
0.6,0.010150797433730712,3
0.61,0.010150797433730712,3
0.62,0.010150797433730712,3
0.63,0.010150797433730712,3
0.64,0.010150797433730712,3
0.65,0.010150797433730712,3
0.66,0.010355864048553556,3
0.67,0.010355864048553556,3
0.68,0.010355864048553556,3
0.6900000000000001,0.010355864048553556,3
0.7000000000000001,0.010355864048553556,3
0.71,0.010355864048553556,3
0.72,0.010355864048553556,3
0.73,0.010355864048553556,3
0.74,0.010355864048553556,3
0.75,0.010355864048553556,3
0.76,0.010355864048553556,3
0.77,0.010355864048553556,3
0.78,0.010355864048553556,3
0.79,0.010355864048553556,3
0.8,0.010355864048553556,3
0.81,0.010355864048553556,3
0.8200000000000001,0.010565073423271811,3
0.8300000000000001,0.010565073423271811,3
0.84,0.010565073423271811,3
0.85,0.010565073423271811,3
0.86,0.010565073423271811,3
0.87,0.010565073423271811,3
0.88,0.010565073423271811,3
0.89,0.010565073423271811,3
0.9,0.010565073423271811,3
0.91,0.010565073423271811,3
0.92,0.010565073423271811,3
0.93,0.010565073423271811,3
0.9400000000000001,0.010778509250004575,3
0.9500000000000001,0.010778509250004575,3
0.96,0.010778509250004575,3
0.97,0.010996256911620829,3
0.98,0.010996256911620829,3
0.99,0.010996256911620829,3
1.0,0.043711050277064754,3
