Request Id,request_execution_plus_preemption_time
0,3.40594618062045
3,0.3281991097073593
2,3.51613972298813
1,3.7277787386456978
5,0.44509327981600655
6,2.3828542637881207
9,3.2315679899700336
4,6.296625395123931
7,5.569931415891267
8,6.064150792267803
10,3.1835048662784446
13,0.5771570440111007
11,3.8008246751321453
12,4.352554721902628
14,2.268857046577235
15,3.975942730137811
18,0.4923892534704408
16,3.655769040993865
17,2.9223435692611295
20,2.6014416314650783
22,0.3948179388449772
19,5.2787695011452795
24,5.310458213572048
27,2.370857620326702
23,5.507654907518387
26,2.6724415180334287
21,7.278276386104898
25,7.245464489024208
28,5.867554322553698
29,4.698071689473006
35,0.2133892899987125
30,4.129217301706837
31,4.384539564556344
33,1.412156268643888
32,6.480313351503396
40,0.8094422067683424
34,3.9528884193216616
37,4.90229562882574
36,5.581442211601534
38,4.814285226104935
41,2.0202120210775933
42,2.3342754965654895
44,0.28406102224158064
43,3.161215850791159
39,9.243804395666759
48,3.92681597000051
49,1.305838856420559
45,7.4118316439326115
46,7.508284627023127
47,4.719883036821855
51,4.18957759656806
54,1.2961085309165477
55,1.4139255150387366
52,4.995019753342818
50,5.2886288110397865
53,3.3616119035233285
56,5.4133048290309205
58,3.9260178567597563
60,2.8018265372766002
57,6.026948854665339
59,6.159266217637941
61,4.4266592427236855
62,6.492356322243437
65,0.5228109179488954
66,3.5311417926027824
63,4.7908331819433565
64,5.74912876847879
73,0.31521384170869104
68,0.9665717548005754
70,1.2992561059747365
67,4.3035181570486225
69,2.047825340416385
74,3.3339200334566748
72,4.496684192612008
71,5.916649213990314
76,1.6806960523499628
75,6.729783202473254
78,0.932883832425176
77,4.520961114160694
79,4.267297836756998
82,2.6989164613427565
83,0.06803185889807972
80,4.167239073786503
85,1.4431276878787018
81,7.328919562626225
84,6.833868861041841
86,0.9626586251195914
87,0.46979401170065554
88,0.6231686844433787
92,0.9496949715090234
89,1.9627161800618964
93,0.45467788370314105
90,3.811761342876522
91,4.196737367656519
96,2.989780846422921
94,3.5711072466440426
95,3.6295992101706487
99,0.4056198105649016
98,3.7008003342852627
97,3.977074165247399
101,1.2420738680393408
102,2.641600588397024
100,3.1408839562400233
103,4.955753569117107
105,0.2854098694180486
104,3.306118113363257
106,0.766154104073703
110,0.17506402719112002
107,3.3415950590133514
109,0.4813646394565438
112,0.13483906842419807
113,0.3116706137027419
111,3.9027137541223307
115,0.41324354996310403
108,6.494605124887016
116,0.8982230810359427
114,4.483583744032868
119,1.8426333872051521
118,2.704258779398922
123,0.3016307515613275
120,5.33913782511087
117,6.491545620106254
121,4.152471914956707
124,4.249802860252807
122,7.277922008877894
125,5.682095806425191
127,3.3257955648087
126,5.201465420162968
